,year,Meta,Apple,Kaart,Amazon,TomTom,Microsoft,DigitalEgypt,Grab,Mapbox,Lyft,Other
0,2016,0.00038425625280987387,0.0011527687584296214,0.017675787629254196,0.11181856956767329,0.0034583062752888646,0.00038425625280987387,0.0,0.0011527687584296214,0.03189326898321953,0.0,0.036504344016938015
1,2017,0.007546837560610539,0.01037690164583949,0.022640512681831617,0.2867798273032005,0.2015634531813065,0.0009433546950763173,0.0,0.030187350242442155,0.020124900161628104,0.0,0.07169495682580013
2,2018,0.027719168946704193,0.021849227287402125,0.10826781282712696,0.14087859982324955,0.0006522157399224516,0.003913294439534709,0.0003261078699612258,0.05772109298313696,0.010109343968797998,0.00847880461899187,0.0821791832302289
3,2019,0.04373193391144817,0.036621050348611066,0.1621281452326859,0.25670289661841933,0.000355544178141855,0.004977618493985971,0.00782197191912081,0.16497249865782074,0.01208850205682307,0.014221767125674202,0.05795370103712237
4,2020,0.05839791747087528,0.3698534773155434,0.13758153438053666,0.35665620783059987,0.0006598634742471783,0.01550679164480869,0.006598634742471782,0.060047576156493226,0.026394538969887128,0.01154761079932562,0.04025167192907787
5,2021,0.057676621856368154,0.3928153358383416,0.12456785193830991,0.7927975891854627,0.036175869330029725,0.013992553231426591,0.008190762867176541,0.14572732267851596,0.03242176968257381,0.01330998965916188,0.04095381433588271
6,2022,0.0843731615939561,0.2217698238226461,0.06463448617518655,0.5724215871443168,0.10836919837755828,0.013159116945846363,0.010449886986407406,0.12152831532340465,0.04025141654023594,0.006966591324271605,0.06231228906709602
7,2023,0.05552783332645488,0.17258650898763003,0.04427219143595727,0.44910011143085476,0.0465233198140568,0.012006018016530786,0.00900451351239809,0.09379701575414677,0.04089549886880799,0.005627820945248806,0.05252632882232219
8,2024,0.028451490209193325,0.18518426083527587,0.07836638531304127,0.28451490209193325,0.047918299299694024,0.011979574824923506,0.009982979020769587,0.06439021468396385,0.03893361818100139,0.00748723426557719,0.03943276713203987
